
UC;OLD_NIO;NEW_NIO;DATA
8390401;44000113;44000113;7/10/2024
91969581;44252229;44252229;7/10/2024
100605400;44250151;44250151;7/10/2024
100611532;44250152;44250152;7/10/2024
101804792;44250155;44250155;7/10/2024
102605335;44250159;44250159;7/10/2024
47916303;44250764;44250764;7/10/2024
49037900;44250768;44250768;7/10/2024
87141078;44250396;44250396;7/10/2024
97854379;44252545;44252545;7/10/2024
103437495;44251990;44251990;7/10/2024
97975508;44252544;44252544;7/10/2024
81511191;44000924;44000924;7/10/2024
101311605;44000616;44000616;7/10/2024
59439343;44000331;44000331;7/10/2024
84864826;44251890;44251890;7/10/2024
62596063;44000777;44000777;7/11/2024
63000695;44000779;44000779;7/11/2024
92194923;44250382;44250382;7/11/2024
85421880;44250388;44250388;7/11/2024
68748884;44250389;44250389;7/11/2024
66535662;44250381;44250381;7/11/2024
8129134;44250390;44250390;7/11/2024
98884930;44250343;44250343;7/11/2024
98884921;44250345;44250345;7/11/2024
99472287;44250347;44250347;7/11/2024
98884840;44250341;44250341;7/11/2024
56289197;44000445;44000445;7/11/2024
35625228;44252181;44252181;7/11/2024
102321906;44252303;44252303;7/11/2024
99127490;44252555;44252555;7/11/2024
100293085;44252278;44252278;7/11/2024
102666318;44250368;44250368;7/11/2024
98905473;44250364;44250364;7/11/2024
100545750;44250370;44250370;7/11/2024
101280238;44252549;44252549;7/11/2024
101413670;44252286;44252286;7/11/2024
33688974;44000917;44000917;7/11/2024
56453728;44252247;44252247;7/11/2024
105039780;44252255;44252255;7/11/2024
103041028;44251813;44251813;7/11/2024
103045090;44250061;44250061;7/11/2024
103065091;44251814;44251814;7/11/2024
60532793;44260537;44260537;7/11/2024
78903068;44000212;44000212;7/11/2024
41148061;44252363;44252363;7/11/2024
50176250;44252656;44252656;7/11/2024
89142179;44251872;44251872;7/11/2024
95870148;44250683;44250683;7/11/2024
95870210;44250690;44250690;7/11/2024
95806652;44250685;44250685;7/11/2024
49507192;44000715;44000715;7/11/2024
8402647;44000115;44000115;7/11/2024
8402655;44251909;44251909;7/11/2024
97527998;44252232;44252232;7/11/2024
52363546;44000200;44000200;7/11/2024
52363023;44250160;44250160;7/11/2024
56885288;44250154;44250154;7/11/2024
57985430;44250157;44250157;7/11/2024
58533010;44250158;44250158;7/11/2024
59974346;44252215;44252215;7/11/2024
62675516;44252213;44252213;7/11/2024
54393370;44250393;44250393;7/11/2024
36136042;44250392;44250392;7/11/2024
42264456;44250400;44250400;7/11/2024
83509399;44250395;44250395;7/11/2024
60826223;44250391;44250391;7/11/2024
83857125;44250398;44250398;7/11/2024
97975281;44251989;44251989;7/11/2024
98664336;44252539;44252539;7/11/2024
97804878;44251988;44251988;7/11/2024
97983241;44252541;44252541;7/11/2024
109422392;44252546;44252546;7/11/2024
103205721;44252540;44252540;7/11/2024
103205721;44252540;44252540;7/11/2024
97805149;44252538;44252538;7/11/2024
97910899;44252537;44252537;7/11/2024
101807090;44252542;44252542;7/11/2024
104838450;44252039;44252039;7/11/2024
103429425;44252543;44252543;7/11/2024
98772830;44251834;44251834;7/11/2024
98031767;44251987;44251987;7/11/2024
99246082;44251994;44251994;7/11/2024
8389047;44251895;44251895;7/11/2024
93169183;44250517;44250517;7/11/2024
93170050;44250513;44250513;7/11/2024
112422870;44273774;44273774;7/11/2024
109868501;44261585;44261585;7/11/2024
109868579;44275333;44275333;7/11/2024
54613329;44004518;44004518;7/11/2024
54613400;44272409;44272409;7/11/2024
97464023;44251126;44251126;7/12/2024
97483001;44251121;44251121;7/12/2024
97904945;44250349;44250349;7/12/2024
97424927;44251124;44251124;7/12/2024
96362960;44251123;44251123;7/12/2024
97503444;44251127;44251127;7/12/2024
97483290;44251129;44251129;7/12/2024
94574189;44251128;44251128;7/12/2024
97483176;44250344;44250344;7/12/2024
97917176;44251130;44251130;7/12/2024
98636650;44251125;44251125;7/12/2024
97483320;44251122;44251122;7/12/2024
100321801;44251114;44251114;7/12/2024
100423884;44251183;44251183;7/12/2024
100507867;44251186;44251186;7/12/2024
100895050;44251119;44251119;7/12/2024
100753051;44251188;44251188;7/12/2024
101697333;44251190;44251190;7/12/2024
102975612;44251189;44251189;7/12/2024
101730691;44251184;44251184;7/12/2024
105429244;44251185;44251185;7/12/2024
103236260;44251182;44251182;7/12/2024
101957840;44251181;44251181;7/12/2024
101012934;44251187;44251187;7/12/2024
100573312;44251120;44251120;7/12/2024
107652382;44251115;44251115;7/12/2024
101718861;44251113;44251113;7/12/2024
100365957;44251117;44251117;7/12/2024
101199864;44251116;44251116;7/12/2024
102248559;44251112;44251112;7/12/2024
101625235;44251111;44251111;7/12/2024
101829060;44251118;44251118;7/12/2024
101581475;44250425;44250425;7/12/2024
101776020;44250423;44250423;7/12/2024
101519982;44250422;44250422;7/12/2024
101986777;44250426;44250426;7/12/2024
101584040;44250428;44250428;7/12/2024
104594675;44250429;44250429;7/12/2024
102255717;44252249;44252249;7/12/2024
101776101;44250424;44250424;7/12/2024
103773290;44250430;44250430;7/12/2024
108831337;44250421;44250421;7/12/2024
101816383;44250427;44250427;7/12/2024
101429436;44252254;44252254;7/12/2024
101258640;44252252;44252252;7/12/2024
71361600;44000216;44000216;7/12/2024
100321933;44251868;44251868;7/12/2024
103237178;44252364;44252364;7/12/2024
94771464;44250724;44250724;7/12/2024
32928904;44250682;44250682;7/12/2024
75960435;44250730;44250730;7/12/2024
94900671;44250684;44250684;7/12/2024
75428075;44250728;44250728;7/12/2024
75428105;44250681;44250681;7/12/2024
84117567;44250689;44250689;7/12/2024
82544859;44000467;44000467;7/12/2024
90376323;44000717;44000717;7/12/2024
83283447;44000714;44000714;7/12/2024
90374754;44000713;44000713;7/12/2024
81409125;44000719;44000719;7/12/2024
89142691;44000718;44000718;7/12/2024
85071544;44000712;44000712;7/12/2024
81300280;44000711;44000711;7/12/2024
85964468;44000716;44000716;7/12/2024
97501590;44250644;44250644;7/12/2024
97424641;44250649;44250649;7/12/2024
97424862;44250643;44250643;7/12/2024
97424870;44250642;44250642;7/12/2024
97483117;44250648;44250648;7/12/2024
97482927;44250646;44250646;7/12/2024
97483265;44250645;44250645;7/12/2024
97484008;44250647;44250647;7/12/2024
97482978;44250641;44250641;7/12/2024
97434787;44251914;44251914;7/12/2024
97548987;44252235;44252235;7/12/2024
97483222;44252234;44252234;7/12/2024
97504904;44251907;44251907;7/12/2024
93480792;44250153;44250153;7/12/2024
93419228;44252211;44252211;7/12/2024
92880800;44252214;44252214;7/12/2024
93480806;44252210;44252210;7/12/2024
93419236;44252212;44252212;7/12/2024
37825089;44250394;44250394;7/12/2024
37064940;44250397;44250397;7/12/2024
52121712;44250399;44250399;7/12/2024
37376241;44251136;44251136;7/12/2024
78826217;44251133;44251133;7/12/2024
63727501;44251131;44251131;7/12/2024
38374560;44251137;44251137;7/12/2024
88825671;44251132;44251132;7/12/2024
42478618;44251135;44251135;7/12/2024
88577201;44251134;44251134;7/12/2024
51649195;44251140;44251140;7/12/2024
65722990;44251138;44251138;7/12/2024
98031570;44251062;44251062;7/12/2024
98031490;44251061;44251061;7/12/2024
98031317;44251066;44251066;7/12/2024
100343007;44251063;44251063;7/12/2024
34509895;44251069;44251069;7/12/2024
43165648;44000729;44000729;7/12/2024
36944777;44251065;44251065;7/12/2024
76252469;44251067;44251067;7/12/2024
90124553;44252070;44252070;7/12/2024
89516486;44252075;44252075;7/12/2024
87061511;44252068;44252068;7/12/2024
79611613;44252067;44252067;7/12/2024
72971800;44252073;44252073;7/12/2024
84331771;44252069;44252069;7/12/2024
71663827;44252074;44252074;7/12/2024
87582937;44251896;44251896;7/12/2024
85587540;44251891;44251891;7/12/2024
90055322;44251887;44251887;7/12/2024
67542069;44252076;44252076;7/12/2024
75918676;44251893;44251893;7/12/2024
85587290;44251889;44251889;7/12/2024
78937744;44251894;44251894;7/12/2024
85587419;44251888;44251888;7/12/2024
53072960;44251892;44251892;7/12/2024
31006710;44250921;44250921;7/12/2024
58516077;44250928;44250928;7/12/2024
79481965;44250922;44250922;7/12/2024
80112005;44250927;44250927;7/12/2024
98338439;44704679;44704679;7/15/2024
98338498;44704680;44704680;7/15/2024
101291256;44704678;44704678;7/15/2024
101291167;44704676;44704676;7/15/2024
101291310;44704677;44704677;7/15/2024
101291191;44704681;44704681;7/15/2024
101291361;44704707;44704707;7/15/2024
101291205;44704709;44704709;7/15/2024
97481750;44704594;44704594;7/15/2024
97481610;44704708;44704708;7/15/2024
97481513;44704706;44704706;7/15/2024
36813893;44704702;44704702;7/15/2024
38464004;44704700;44704700;7/15/2024
8388873;44251315;44251315;7/15/2024
33932450;44704654;44704654;7/15/2024
79901751;44000173;44000173;7/15/2024
97831026;44251317;44251317;7/15/2024
99671026;44000171;44000171;7/15/2024
101743084;44251314;44251314;7/15/2024
8390223;44251311;44251311;7/15/2024
81683227;44000652;44000652;7/15/2024
83867287;44251312;44251312;7/15/2024
66027179;44000176;44000176;7/15/2024
8390258;44000172;44000172;7/15/2024
88776204;44000177;44000177;7/15/2024
102816743;44251318;44251318;7/15/2024
95731571;44251319;44251319;7/15/2024
75896265;44000179;44000179;7/15/2024
88482782;44704657;44704657;7/15/2024
94334064;44704624;44704624;7/15/2024
95335501;44704622;44704622;7/15/2024
97619108;44704623;44704623;7/15/2024
8402728;44252392;44252392;7/15/2024
90281560;44252396;44252396;7/15/2024
81095660;44704627;44704627;7/15/2024
49309544;44704625;44704625;7/15/2024
8402701;44000959;44000959;7/15/2024
85196401;44252381;44252381;7/15/2024
25894714;44704626;44704626;7/15/2024
29120624;44704587;44704587;7/15/2024
101258518;44251229;44251229;7/15/2024
101354401;44251223;44251223;7/15/2024
101363206;44251230;44251230;7/15/2024
101260547;44251228;44251228;7/15/2024
101239467;44704640;44704640;7/15/2024
101239351;44704642;44704642;7/15/2024
101278470;44251225;44251225;7/15/2024
101268157;44251224;44251224;7/15/2024
101267797;44250979;44250979;7/15/2024
101271735;44251221;44251221;7/15/2024
101503652;44251222;44251222;7/15/2024
101411618;44251226;44251226;7/15/2024
101310668;44251227;44251227;7/15/2024
101287097;44250980;44250980;7/15/2024
101347774;44250971;44250971;7/15/2024
101267266;44250978;44250978;7/15/2024
49278878;44250977;44250977;7/15/2024
73317225;44250974;44250974;7/15/2024
41949137;44250070;44250070;7/15/2024
112382010;44251816;44251816;7/15/2024
112596835;44251811;44251811;7/15/2024
112606890;44250065;44250065;7/15/2024
112292569;44250068;44250068;7/15/2024
112601367;44251928;44251928;7/15/2024
112611664;44250069;44250069;7/15/2024
80227929;44000159;44000159;7/15/2024
69791562;44251810;44251810;7/15/2024
76548430;44250236;44250236;7/15/2024
81631642;44000056;44000056;7/15/2024
86352741;44000051;44000051;7/15/2024
87580144;44000059;44000059;7/15/2024
89447727;44000060;44000060;7/15/2024
81433689;44704668;44704668;7/15/2024
89535081;44704669;44704669;7/15/2024
49658174;44250232;44250232;7/15/2024
55997767;44250237;44250237;7/15/2024
66163544;44704665;44704665;7/15/2024
36429945;44000058;44000058;7/15/2024
38399997;44000053;44000053;7/15/2024
27101045;44000057;44000057;7/15/2024
84332123;44000055;44000055;7/15/2024
8403120;44000114;44000114;7/15/2024
88858480;44252231;44252231;7/15/2024
99682214;44252233;44252233;7/15/2024
79555667;44250650;44250650;7/15/2024
85945765;44252236;44252236;7/15/2024
68418639;44251910;44251910;7/15/2024
84604255;44704687;44704687;7/15/2024
90068327;44251913;44251913;7/15/2024
83031197;44251912;44251912;7/15/2024
90577779;44704685;44704685;7/15/2024
97155438;44704683;44704683;7/15/2024
75453916;44252228;44252228;7/15/2024
93480121;44252216;44252216;7/15/2024
93482060;44252207;44252207;7/15/2024
93482086;44252209;44252209;7/15/2024
93480105;44252208;44252208;7/15/2024
95608583;44704616;44704616;7/15/2024
93245335;44704620;44704620;7/15/2024
37774174;44704621;44704621;7/15/2024
8387940;44000169;44000169;7/15/2024
69634173;44000161;44000161;7/15/2024
93664583;44000944;44000944;7/15/2024
69634211;44704661;44704661;7/15/2024
106520830;44704662;44704662;7/15/2024
8387486;44000941;44000941;7/15/2024
82305668;44704658;44704658;7/15/2024
44435258;44251139;44251139;7/15/2024
103818022;44704663;44704663;7/15/2024
23867760;44704660;44704660;7/15/2024
8129193;44250230;44250230;7/15/2024
57848432;44250848;44250848;7/15/2024
67658903;44704670;44704670;7/15/2024
71196269;44250223;44250223;7/15/2024
60708069;44250842;44250842;7/15/2024
8129177;44250843;44250843;7/15/2024
54314291;44250849;44250849;7/15/2024
8129304;44250850;44250850;7/15/2024
44026110;44250227;44250227;7/15/2024
35459530;44704674;44704674;7/15/2024
48470007;44000619;44000619;7/15/2024
78504147;44000923;44000923;7/15/2024
56493282;44000620;44000620;7/15/2024
8388938;44704636;44704636;7/15/2024
8129274;44252072;44252072;7/15/2024
74913840;44252071;44252071;7/15/2024
84919663;44250301;44250301;7/15/2024
8129223;44250307;44250307;7/15/2024
84242655;44250310;44250310;7/15/2024
33136572;44000825;44000825;7/15/2024
8388970;44250302;44250302;7/15/2024
52479633;44250304;44250304;7/15/2024
69344701;44250305;44250305;7/15/2024
69133174;44001142;44001142;7/15/2024
77682998;44001146;44001146;7/15/2024
87400588;44001147;44001147;7/15/2024
49454021;44001149;44001149;7/15/2024
71382577;44001141;44001141;7/15/2024
69132771;44001144;44001144;7/15/2024
90630025;44001148;44001148;7/15/2024
64665208;44704648;44704648;7/15/2024
90403932;44704647;44704647;7/15/2024
71787275;44704646;44704646;7/15/2024
8387303;44250929;44250929;7/15/2024
64897710;44250923;44250923;7/15/2024
85716294;44250926;44250926;7/15/2024
88944611;44704650;44704650;7/15/2024
21690103;44704649;44704649;7/15/2024
97527858;44250348;44250348;7/16/2024
97483303;44250346;44250346;7/16/2024
97424692;44251313;44251313;7/16/2024
97424684;44251320;44251320;7/16/2024
97483230;44250342;44250342;7/16/2024
107115247;44251316;44251316;7/16/2024
97483249;44251093;44251093;7/16/2024
97417211;44251092;44251092;7/16/2024
97483010;44251098;44251098;7/16/2024
97483087;44251100;44251100;7/16/2024
98018566;44251095;44251095;7/16/2024
97424463;44251096;44251096;7/16/2024
97482986;44251097;44251097;7/16/2024
97430056;44251099;44251099;7/16/2024
98118994;44250350;44250350;7/16/2024
97483923;44251094;44251094;7/16/2024
104205784;44704590;44704590;7/16/2024
58489304;44704591;44704591;7/16/2024
46969381;44704586;44704586;7/16/2024
103446192;44704589;44704589;7/16/2024
49851659;44704588;44704588;7/16/2024
62509365;44000090;44000090;7/16/2024
88168760;44704544;44704544;7/16/2024
50192078;44704547;44704547;7/16/2024
69025487;44252391;44252391;7/16/2024
106557211;44704545;44704545;7/16/2024
66085829;44250973;44250973;7/16/2024
79447287;44704644;44704644;7/16/2024
76664953;44250975;44250975;7/16/2024
67698425;44250976;44250976;7/16/2024
97424838;44251269;44251269;7/16/2024
97483257;44251267;44251267;7/16/2024
97427411;44251266;44251266;7/16/2024
97503410;44251263;44251263;7/16/2024
97720119;44251268;44251268;7/16/2024
98647970;44251264;44251264;7/16/2024
97483109;44251265;44251265;7/16/2024
97424625;44251261;44251261;7/16/2024
97483133;44251270;44251270;7/16/2024
97434965;44250972;44250972;7/16/2024
97483184;44251262;44251262;7/16/2024
97448346;44250320;44250320;7/16/2024
79196250;44250066;44250066;7/16/2024
79209572;44251927;44251927;7/16/2024
79370500;44251934;44251934;7/16/2024
97081248;44704629;44704629;7/16/2024
97192406;44704633;44704633;7/16/2024
96240687;44704632;44704632;7/16/2024
97490741;44704631;44704631;7/16/2024
41972929;44704703;44704703;7/16/2024
70205655;44251874;44251874;7/16/2024
70371466;44251867;44251867;7/16/2024
70760926;44251871;44251871;7/16/2024
91228972;44704701;44704701;7/16/2024
81400500;44704705;44704705;7/16/2024
84380250;44251876;44251876;7/16/2024
59352450;44704704;44704704;7/16/2024
82121443;44704598;44704598;7/16/2024
79661815;44251869;44251869;7/16/2024
8389764;44000217;44000217;7/16/2024
99886189;44250233;44250233;7/16/2024
99902443;44250231;44250231;7/16/2024
99936739;44250687;44250687;7/16/2024
99891794;44250235;44250235;7/16/2024
98314548;44250234;44250234;7/16/2024
98314505;44250688;44250688;7/16/2024
98314440;44250686;44250686;7/16/2024
53841484;44252458;44252458;7/16/2024
99013070;44252459;44252459;7/16/2024
70199922;44000904;44000904;7/16/2024
75052946;44000908;44000908;7/16/2024
80713734;44000903;44000903;7/16/2024
83766014;44252462;44252462;7/16/2024
42845300;44252463;44252463;7/16/2024
95806750;44250239;44250239;7/16/2024
95806814;44251018;44251018;7/16/2024
95062220;44251015;44251015;7/16/2024
79222188;44251019;44251019;7/16/2024
24077607;44251013;44251013;7/16/2024
47488107;44704666;44704666;7/16/2024
60124075;44252498;44252498;7/16/2024
89533216;44000643;44000643;7/16/2024
38908085;44000111;44000111;7/16/2024
39549607;44250359;44250359;7/16/2024
80227988;44704695;44704695;7/16/2024
109590783;44250351;44250351;7/16/2024
111436303;44000183;44000183;7/16/2024
39032230;44252497;44252497;7/16/2024
42197791;44250356;44250356;7/16/2024
88470091;44250355;44250355;7/16/2024
30488915;44252504;44252504;7/16/2024
78460492;44250357;44250357;7/16/2024
83022473;44252503;44252503;7/16/2024
70342040;44704694;44704694;7/16/2024
100602541;44704617;44704617;7/16/2024
102863784;44251089;44251089;7/16/2024
100602614;44251087;44251087;7/16/2024
100711316;44251085;44251085;7/16/2024
8389942;44251088;44251088;7/16/2024
73736350;44704609;44704609;7/16/2024
103037632;44704619;44704619;7/16/2024
103037888;44704618;44704618;7/16/2024
50062140;44570078;44570078;7/16/2024
65525329;44704576;44704576;7/16/2024
56227302;44704659;44704659;7/16/2024
103858520;44704574;44704574;7/16/2024
103102523;44704579;44704579;7/16/2024
104821701;44704578;44704578;7/16/2024
103437983;44704577;44704577;7/16/2024
103394451;44250229;44250229;7/16/2024
89862147;44704672;44704672;7/16/2024
72298294;44250603;44250603;7/16/2024
89554574;44704675;44704675;7/16/2024
60351322;44704673;44704673;7/16/2024
96481889;44704693;44704693;7/16/2024
96592370;44704690;44704690;7/16/2024
96527277;44704671;44704671;7/16/2024
96602430;44704689;44704689;7/16/2024
96855142;44704692;44704692;7/16/2024
